reviews,labels
"excellent!!: i just finished watching this and came away thinking this was one of the best movies of this type i have ever seen!without going into the storyline...the film has a lot of subtitles since it is mostly chinese speaking. but this only gives you an appreciation for the frustration of the lover who knows little chinese, and of his being part of a charade to fool your lovers aging and ill parents [which includes watching him kiss and marry someone else!]this film brings up all kinds of issues, such as gay acceptance, is lying ever good?, personal responsibility, growing up, abortion, respect, committment....and the wonderful thing is, it doesn't try to answer any of these. you come away sorta happy, kinda sympathetic for everyone, and rather sad that, in the year 0000, going to these sorts of lengths to hide who you really are is not so uncommon in real life!",positive
"not another fad diet: to all the critiques out there, this is not a fad diet. depriving people of the opportunity to read this book is depriving people of information that can make them healthier. this book does not claim to help you lose ""00 pounds by this summer !!"" it is a health program derived from biblical precepts and adopted to modern life. it has certainly helped me with my digestion problems and has given me the energy that i didn't have before i started with this. yes, organic foods are a bit more expensive and this diet does require a change of lifestyle, but hey...so does cancer and other diseases...so take your pick. it's about how to live healthier and prevent health problems in the future for you and your family.it has helped so many people, that there is a support group/community for ""maker's dieters"". <url>/",positive
"not indicative of actual grade!: practice test one:score: verbal: 000 quantitative: 000practice test two:score: verbal: 000 quantitative: 000practice test three (0 hours before taking gre):score: verbal: 000 quantitative: 000(this had me an emotional wreck the day of the gre)my actual first time gre scores:verbal: 000 quantitative: 000my only belief is that this book and program is designed to convince you to buy the courses. that being said, the 00 minute math tests did make me feel like i had all day to do the quant on the gre.i'm not sure this helped me very much. i think i would've been better off just with a math review book.and it is full of typos at critical points. for example, in one qc test problem it says ""circle 0 intersects circle 0 and exactly two points"" and the problem requires it to be intersected at exactly one point to be solved.",negative
"not star wars: this game represents the beginning of the end of the star wars franchise. it's not made by lucasarts and doesn't really have much to do with star wars at all.the game was not ready when i was beta testing it one month ago and i highly doubt that any of the critical bugs are fixed yet. this is a ""serious"" game which requires alot of repetitive work and a huge time investment.unless you are a student with nothing better to do all summer, don't buy this game. you need to invest at least 0 hours a day to be successful in the game.on the positive side, the combat system is alot of fun. going on a hunting expedition with a bunch of other players is cool. but the tedious portions of the game far outweigh the fun factor of combat.",negative
"anticlimactic: this novel started off just fine. i was quite interested in the story and quite anxious to follow it along.the characters were interesting; the plot was quite entertaining and suspenseful. in his usual style, dean koontz kept me wondering about what was going to happen.however, the ending was so disappointing. i felt robbed of my time and energy. maybe i have been spoiled by reading his more recent works first, but the ending left me staring at the page.definitely not one of koontz's better novels. he does have many more satisfying works.",negative
"poor cole: while the others in the cole series are excellent reads, this one isn't even so-so. run of the mill, boring political statement. hard to believe it was written by the same man.",negative
"lotsa de casha: the book is beautiful, the art is great, the message the book conveys is a very good concept for children to adopt; however, it failed to get much attention from my 0-year-old twin granddaughters. after offering to read the book to them several times, i finally gave up trying. they were not interested.in addition, there were several areas i felt were poorly edited.",positive
"good deal with a great phone: if you're not going to change your plan for 0 months, this is a great deal with any of amazon's mobile phones. you may have to contact at&t to change your plan and features once you have your new phone, but it's a fairly quick procedure. good deal.",positive
"almost worst jerky i've ever had!: this stuff is terrible! it's not hot & spicy in any way, unless you can count the coating of chili powder all over it & the bag. the jerky itself has no flavor at all. i repeatedly tried it over and over, hoping it was just a bad piece/batch/bag, but it was all the same - terrible, terrible flavor. if you think this will be anything like jack link's peppered jerky, or any peppered/hot jerky for that matter, you're going to be very disappointed.",negative
"great kit: this is a nice kit, have everything you need and, also i think it help the red cross; that alone can be a good reason to buy",positive
"zane wannabee: the book starts off strong and finishes weak. it reminded me a lot of addicted by zane, but this author lacks the descriptions and feeling that should have been in the book. the book also is not very believable in certain parts and is going way too fast.",negative
"lynn: this is just what my husband needed. he only takes pills at night and this way he can get a month at a time ready and then not have to mess with it again. when we go somewhere he just puts the dispenser in his bag, no need for a bunch of bottles.",positive
"what a letdown. . . !: i started this book with fervor and hunger and ended with a ""toss out the window"" of the book and a vow to find a new author to follow. in his haste to complete this book john grisham forgot that readers are not dummies and that we expect the author to be true to his characters and his audience. after reading this book, i've taken a long pause from grisham. . .",negative
"even twilight has more bite than this: vampire boys has plenty of boys, but you would never guess that they are vampires. this movie is pretty dull stuff. even twilight was better. and the actor who played caleb was horrible. a lot of the dialogue was stilted, and there is very little action. i think the movie would have been more successful had it been called ""pretty boys"" instead. that's the point of this movie anyway. the point surely wasn't to entertain or to scare people. the only reason i'm giving this two stars instead of one is because there isn't an ugly person in the cast. that counts for something, right?",negative
"hostage to war-in the eyes of a prisioner: ""hostage to war"" gives a great understanding of the conditions that the prisions of forced labor camps and concentration camps went through. it is the true story of tatjana wassiljewa, who was 00 years old when the germans separated her from her mother and younger sister. she was sent off to a forced labor camp where she suffered horribly under hitler's vicious rule. she experienced things that are just mind boggling. starvation, illness, and so much more. it shows how hard it was to grow up during world war ii and survive. tatjana was a true survivor and went on to become a teacher during her twentys. it was an interesting book if you would like to learn more about world war ii.",positive
"they just plain rock: aside from the fact that the riddlin' kids are just all around awsome people (i have a signed drumstick from them!!) the riddlin' kids are kick ass musicians. their music is off the hook and impressed me, i'm not usually a fan of the so called ""pop-punk"" but i think the riddlin kids are more than that, this is definatly an album you want to own, i know i'm glad i do!!!",positive
"a touching, beautiful book: i will never forget my first experience with this book. i was substitute teaching in a first grade class right before mother's day. i had no idea what i was facing when i had to help the students ""practice"" their presentation of the book for their parents and ended up hiding behind the book with tears in my eyes as the children recited the rhyme. i gave it to my mom and both my grandmothers, one of whom i was privileged to help take care of in her final months. this book deeply resonates with everyone i know who has read it.",positive
"nextar mp0 player: i am not pleased with this product. the manual says it is supposed to load mp0, wmp, etc. formats - but it doesn't!it only does mp0. i called the 000 number tech support line and was told by a recording that they were busy and someone would return my call within 00 hours - never happened!i do not recommend this product!",negative
"great for hiring sales people as well!!: not only does this book explain many hunches i've had for decades (like who's full of baloney versus not) but it is also a great tool for recruiting sales people. after reading this i""ve discovered that the most likely successful sales people (for my company) are a) those that come from low income, distressed, or limited financial means rather than b) children of spoiled high income/high consumption families.i just fired someone that fell into the latter category when this book reaffirmeed she was never going to be successful.",positive
"could've been better.: like the songs from linkin park and goo goo dolls. thought the other songs could've been better - a lot better. especially the transformes theme song. i do not like this version at all. the version by lion on the original animated movie is much better.also much better, and a more recent version, is a version of the song done by black lab. this should've been on the album and would've been good for the closing credits of the movie as well. [...] and you can hear their version (and see some youtube videos of the song).i, too, hope an orchestral soundtrack of the movie comes out.",negative
"great book for the rockabilly guitar novice: this book does an excellent job at pacing you from exercise to exercise than into songs that play on what you've learned. although the travis picking style can be difficult to get your head around. i would suggest first taking some basic lessons from a guitar teacher comfortable with the travis style, than get this book.",positive
"cool.: i bought the cd just for yellowcard's gifts and curses.after hearing through the whole album, i believe this album is towards punk-emo-pop . i do enjoy the 0 suites on this album. i guess some of the ppl may be looking for the song featured in the spidey's trailer. too bad it's not included.my favs would be -gifts and curses- , -who i am- and -ordinary-fans of this few emo and punk bands should get this album.",positive
"always a recommendation with jack s.: this is another soon to be classic along with ""market wizards"" and ""new market wizards"". the traders in this book are top notched. it shows how you that others can trade consistently and be profitable. trading when you understand the rules isn't being in vegas sitting at the slots. it means being the house at vegas. it gives me something to shoot for in my own trading.",positive
"sorely disappointed: i love fiction and nonfiction books about queen elizabeth, mary queen of scots, and their century. but this was a real disappointment. it didn't offer any new understanding of the time period or of elizabeth or anne's characters. the love scenes were awkward and embarrasing. they seemed gratuitous and out of place. thank goodness there are other good books about this period out there. check out alison weir, reay tannahill or patricia finney for good books set in 00th century england.",negative
"music is great: i got this book when i just learned to play the prelude 0 c major, and thought i would look into others later, even though the majority of those preludes and fugues are far beyond my ability to play. since then i have tried to play prelude 0 (i) and prelude 00 (ii) that is extremly beautiful though not easy to play, and i have listened all preludes and some fugues from cd or midi files with this book opened in front of me. i realized how great bach's music is. only complaint is that the cover of the book isn't glued strong enough, which is now seperated from the content pages already after only a short period use. also, the prelude 0 (book i) is probably the correct version, but i have seen from some other books the other version with an extra measure between bar 00 and 00. i now play it with the extra measure since it seems making sense to me.",positive
"this is the best book i have ever read!!: first of all i would like to say that this book deserves a lot more than just 0 stars. it deserves the whole sky full of stars,.... and then some!i started reading this book for an assignment in 0th grade and had one week to read it. i didn't get it done though but i loved it very much. two years later i found it at a library and decided to start reading it again. i got finished with the whole thing and i don't think i'll ever find a book better than it! it just touched the bottom of my heart and it made me cry when i got to the last chapter of it and i would recomend this book to anyone especially people who don't like reading because this would teach them that there really are totally awesome books out there and i would say that this is the #0 book in the world!!",positive
"blah, blah, blah: spoiler alert - if you saw ""full impact"" you know how this one ends, unfortunately the acting and special affects are not as good. not even close.",negative
"not quite as good....: this is a great cd by a great band, don't get me wrong. it's just after listening to the excellent ""introduction to mayhem"" i expected a little more out of primer 00. still a great buy, and it only cost me $... on the day it came out at best buy! any primer 00 fan should own it, and definitely check out their older one. it kicks ....",positive
"sorry, not much here for me: i bought it for some insight on troubleshooting my ps0, disk read problems. not much there, unfortunately. that in it's own self wouldn't be a killer, but the fact that the book is 0/0 ""guide to games"" cinches the deal. it's from 0000, so there are no games since then included in the guide. if you just bought a ps0 (like i did) and you find this for a buck at a flea market, it might be worth it.",negative
"home filter: perfect, finally we have avery good water for everything. before we use only aquasana filters for drinking water and for showers, now we have filtered water for everything. mike",positive
"type is not clear: this is a very frustrating work for a beginner to try to use. it is very difficult to distinguish between a lower case ""c"" and an ""e"" as well as an ""l"" and an ""i"".",negative
"sub-titles: unless you like to read during a movie, don't but this one. it is almost like a foreign film there are so many sub-titles to read - so much is in a foreign language instead of just english. i spent so much time reading what they were saying that i didn't get to watch much of the visual.",negative
newfie owner: we have a 000 lb newfoundland dog who sheds lots of long hair. this vacuum is great on carpet and hardwood! cleans far better than any vacuum i've tried. only complaint is i need to use scissors to cut long dog hair from rollers about once a week (i use vacuum 0-0x per day).,positive
"only 0/0 a cord?: does this include the portion that connects to the fryer itself? that is the part i need, i have the portion that goes into the wall and the picture only shows the portion i have. anybody know?",negative
enjoyment for all: my 0 year old daughter received the laser tag game for her birthday. she and my 0 year old enjoy it so much that i have to take it away from them almost everyday so that they will do their homework.we are shopping around to purchase another set for christmas and are having trouble finding it.what i like most is that they have to move around and get the exercise that children don't get just sitting playing video games.we live in boston and it is cold here now but that doesn't stop them from asking to go outside everyday to play laser tag!i want to buy the extra set so that their friends can play too. (i don't mind playing either)i bet it will be fantastic to play in the summer months late at night!kpj,positive
"gabriel's angel: i love nora roberts, but $0.00 is too much $ for only 000 pages, if i'm going to spend that much i want to read for more than 0 days, sorry!",negative
"utter crap: ok, so i went and bought an action replay max, i go home all happy knowing i will be able to watch movies from any region and what happens? it doesnt work on a scph model 0000 ps0. hello, can you people wake up and recall all your crap or have the stores label them with a sticker that says not compatible with scph 0000 model!!!!!!!!!!!!!!!!!!!!! hello????????",negative
faialure in product: screen quickly became fogged. weight would keep changing meaning you guess at what this fish weighed. last fish on the scale was a drum and the chain pulled out of the bottom of the scale. not for me.,negative
"if you like this, it's what you like: if you're a canadian brass form, this is christmas music in fine form. they have two christmas cds, one more traditional, one more snappy modern carols, they're both pretty good.",positive
combination tool for electric connections: this will come in handy while doing modifications inside the house and on my maxi-scooter.i've owned these kind of tool before and i just needed to upgrade.i would recommend it to others.,positive
"why buy when you can read for free?: google the table of contents, and you'll find virtually every story in this dreadful amalgamation of sequential non-sequitors somewhere online. then again, don't and save yourself the eyestrain and nausea. spare yourself the horror of first lines that not even the bulwer-lytton contest judges could stomach. avoid the incomprehensible syntax, the superfluous verbiage, the repetitive and redundent tautologies that constitute the endless and pointless drivel that is this book. if someone gives it to you as a present, sever all contact with that person, regardless of the closeness of your former relationship, for your presenter obviously wishes you ill.",negative
"magazine full of ads: maxim used to be one of the greatest magazine ever. now its just full of ads. hardly worth the price, even at 0 dollars a year. every other page is an advestisment. very disappointed.",negative
"a few select ann coulter quotes: here are some of my favorite ann coulter quotes that only proves the point that she knows nothing about politics and is a hack job just to make conservatives feel better about their views.""liberals hate america""""liberals hate all religion except islam""""democrats actually hate working class people""""liberals hate society""""even islamic terrorists don't hate america like liberals do""democrats will destroy anyone who stands in their way. all that matters to them is power""""liberals can't just come out and say they want to take more of our money, kill babies, and discriminate on the basis of race""""liberals seek to destroy sexual differentiation in order to destroy morality""""that's the whole point of being a liberal: to feel superior to people with less money""""liberals are crazy""don't expect any of these quotes to make any sense at all. they were all written by ann coulter.",negative
"good luck trying to have your ryobi product serviced: i purchased the ryobi lawn eddger for my ryobi trimmer. on my second use, the lawn edger became stuck to the trimmer body.i tried 0 different local ""authorized ryobi"" service centers. none will accept a ryobi trimmer in for ""warranty repair"". for the past 0 weeks, the only message i have been able to get on the ""ryobi 0-000 number"" has been ""due to heavy call volume... we request that you call back later"". even the ryobi web page is most of the time out of service or extremely slow.i would never consider buying any ryobi (or products from the same family).",negative
"armageddon- truely enjoyable!: armageddon is the best movie i have seen in a long time. i saw it 0 times in the theater and loved it each time. ben affleck doesn't hurt the movie, either :)",positive
wonderful: i put pertronix in all my classic cars. it's not worth the hassle of points when this is so easy and reliable.,positive
".: while i thought this was something of a filler novel, it was still fun for those who appreciate a space twist.",negative
"overrated: i love other nicolas sparks movies like the notebook, dear john, but for some reason this one didn't do it for me. wanted to see it in the theater even, but glad i waited for home rental.",negative
no better than $0 earbuds: i didn't expect sound perfection but thought i would get a set of earbuds that we're durable - wrong! sound is okay but the sound connection keeps going in and out. i will not buy another pair of these crappy buds.,negative
"twin flurescent hd stand work lights: outstanding set of lights, will ready light up a room. doesn't get real hot, and very easy to move around your area that needs to be lighted. received fast and very well pack, no problems.",positive
"this works for me!: i've had acne since 0th grade. despite being told i'd ""grow out of it"", i still have it at age 00. i've tried what feels like every over-the-counter product available. i was doing moderately well using neutrogena products when i decided to try klear action. after 0 weeks most of the blotchyness was gone. after 0 months i had about 0-0 pimples a month that came and went quickly. at the 0 month mark i tried to be cheap and use acnefree. big mistake. all my progress went bye-bye. i went back to klear action and am very pleased with the results. i can finally wear red or burgundy with out it bringing out redness in my face! i use it twice daily religiously and will not bother trying any other product. this truely works!",positive
"i saw the wrong movie: i thought this film was going to be herbie the love bug. to my suprise i was watching a zombie flick, so i'll go ahead and review. i had just picked up morty from the nursing home and wheeled him in to see herbie. you see we fist made out to the original herbie movie and thought we could recapture some of that zing. we must have gone into the wrong theater but it was too late to wheel morty out once the film started so we wouldn't bother everyone...i shouldn't have taken morty to see it, at one part he screamed so hard his falsies flew out and smacked a young man's head in the seat in front of him. morty also dropped his sippy cup he got so scared.",negative
"still waiting for a response: it's very difficult to push the strings in order to play a song, you have to push it very hard !!!i sent an email to the company 0 weeks ago and i am still waiting for a response....bottom line, i really don't like the guitar...",negative
fps action: this is based on the james bond movie. i tried out the game and it seems to demand a lot of button-mashing. it looks like the graphics are good.,negative
"over-produced bollywood: this movie was well produced and has a beautiful, semi-fantastical setting (almost more like a village in france than india). the acting and cinematography were both very interesting, with some beautiful shots. however, it lacked the light-hearted comedy and story that attracts independent american viewers. my wife and i love seeing indian movies about the conflicts between traditional indian society and modernity. in these movies, the family is both part of the plot and oftentimes comic relief. however, i didn't laugh once during this film. it's a serious love story, but mixed with the dancing and fairy tale setting, it's hard to take seriously.a related problem is that this movie simply had too much singing and dancing. i know bollywood movies tend to have a lot of singing and dancing, but at times this movie seemed to have more music video scenes than plot. i ended up fast-forwarding these sequences.",negative
"surrender cinema's getting too tame: although the production values are up to surrender's usual glossy standards, the sex scenes are so stylized (and so unrealistic) that they are totally uninvolving. also, they're simply not as hot as in earlier surrender films like ""femalien"" and ""virtual encounters"", especially the girl-girl scene. in this film, it's more of an exotic dance than anything else.a final note -- the star, shauna o'brien, has unfortunately gone the implant route. her natural body was a knockout (see the original ""friend of the family""), but now she looks preposterous. too bad!",negative
"good singin' good playin"": the amazing rhythm aces third and fourth albums - compiled on this disc - are not the revelations that the first two albums were. that said, the music on this disc is better than 00% of what you will find in any music store - online or otherwise - anywhere in the world.music fans have been waiting for this music for many years. either one of these discs would be worth the price of a cd. to get them on the same disc is hitting the jackpot.the aces blend country, r&b, and soul into a brew so potent that you'll surely find yourself addicted after just a listen or two.this disc is a must buy!",positive
excellent basic training book: telling ain't training is a well written book that covers the basics of designing and delivering training. i would recommend it to anyone who is becoming part of a training organization.,positive
"good movie for taking a nap: saying that this movie is slow would be an understatement. molasses moves faster. i'm usually a bit leary of films written and directed by the same person and in this case i was right to be. somehow i managed to watch the first 00 minutes without completely falling asleep. after that i started fast forwarding. as one reviewer said, it's an interesting concept done with very poor execution.",negative
"physic sience: i have had , and read this book before, loaned it out, and it never got returned. this is an awesome book",positive
"clint eastwood western icon collection: this is a great collection of a few clint eastwood westerns through universal. there are two disks with two mules for sister sara on it's on disk, with no double sided disks. all movies are in color and in widescreen format and there isn't any linear notes or booklet with the dvd. these movies also star; shirley maclaine, robert duvall, john saxon, dick van patten, mitch ryan, marianna hill, verna bloom, joaquín martínez, plus others! overall this is a great set of movies and if you don't have any of these films i would recommend getting this.",positive
"dreadful: i am a fan of dba & 00dba, in their incarnations after this album. this album has nothing to do with their later electronic dance pop sounds. the only song on this album that resembles that sound is track #0, ""we must go."" this album is blatantly evangelistic in lyrics, and the music is very churchy ensemble music -- even in the realm of ccm, this is bad. avoid this album. if you're looking for dba's electronic dance pop sounds, the 0000 album ""bubble"" is a good choice, and is an album i still enjoy listening to. much later i bought 0000's ""shout"" -- not as good as ""bubble"" but good enough for me as a dba fan.",negative
george forman model #grp00wgr: this is a great item and the reason i chose it was the removable plates. it is so much easier to clean than the ones that you cant remove the plates.,positive
"don't bother!!!!: first let me say i know this album well, and it is essential for any fan of ron dante, or the archies. the problem here is that the mastering is so godawful poor! it seems to be mastered from a record-and judging from the nauseating sound of all the side two tracks (0-00), the record used was pressed off-center!!! artwork bears no resemblance to original, and mine came with a booklet but no tray card! add to that the fact that 0 tracks are missing from the original release, and this makes the disc useless. most dante fans already have a copy of the vinyl, and that is a superior copy to own at this point. wait for ron to reissue this himself-he'll do better...",negative
madonna's voice is simply too weak...: ...for musical singing. it gets on your nevers after some time and you simply have heard better versions of these songs by better singers often before,negative
"excellent game.: madden 0000 is a great game for the average ea sports fan. there aren't many flaws and madden is great with his commentary. the stadiums are of high detail. the gameplay is great. sometimes it won't load. if you have run a different program before you play it, odds are it won't load either at the beginning or the end. i like the trophy presentation at the end of a victory in the championship game or the super bowl. it's a great game with excellent commentary from madden and al michaels.",positive
"trash.: if you want a usb notebook cooler that's going to last a few weeks with minimal use, go right ahead. the plastic feet came off, the power light is a blue/purple strobe that could compete with local law enforcement, and the dual cords (power/usb) is cumbersome.",negative
"an okay gift...: i just received this hat in the mail. it's made of sturdy material and was stitched well, but the lines on the hat aren't where they should be. kind of defeats its purpose...",negative
directors cut horrible: i have always been a major fan of this movie. i got the first dvd a couple of years ago but it was a bit of a hassle to get up in the middle and turn it over. i was excited by the new two disc version in which the entire movie was now on one side. great i thought. then the extra scenes popped in which totally were unnecessary and detracting from the plot. gratuitous nudity and thin scenes that should have been left on the film edit floor. i cant understand what they substatially did for this great movie other than significantly dilute it. i guess i'll go back to my first dvd and just take a popcorn break when i have to get up and chnage sides,negative
"what is this?: what has rush turned themselves to? this is a horrible cd, only that. there's no point in trying to justify these plastic, incoherent and comercial songs saying ""we're trying new ways"", ""this is our best album so far"", ""we do what gives us pleasure"". one only needs to compare it with ""moving picture"", ""permanent waves"" and a handful of others rush recordings!!",negative
"christie is a shallow narcissist: after viewing this video, it seems clear that christie brinkley is a self-centerd, shallow, narcissist. no wonder she burned through four poor husbands.",negative
"..........: the movie was good, however not everyone is a fan of nicolas cage so not everyone will enjoy this movie.",positive
very boring movie with a swimming pool: this movie was more boring than in the bedroom. don't rent it. don't buy it.,negative
"you're late! this is the demo.: i bought this cd back in february, it was then the dynamite hack demo(it's now mass-produced as a cd by thier label,farm club). my cd does not have any label on it, but it is the same.this cd is great, i stopped listening to it back in late april, but it was in my cd player for over two months! --that's how great it is!",positive
excellent product! fast transaction!: absolutely love it. i've been using midi for nearly 00 years now. this is my first compact midi controller and it's actually really really nice. and the software that comes with it is pretty fun.,positive
ugh is she over yet: someone get her vocal lessons! completelt unoriginal and oversung... dont waste your money,negative
music ace deluxe: very good value. easy to understand and follow. interesting and fun format. teaches music theory so that anyone can understand it.,positive
"wonderful inspiration: charles stanley continues to be a great blessing in our lives, and especially with this book; it brings new understanding of the holy spirit and its purpose in our lives. you will be blessed, uplifted, and inspired when you read it!",positive
"a must have: ""giardino armonico"" is one of the best ensemble i've ever heard. ""la follia"" concert is truly touching. i'm really happy of these cds.",positive
great product: we had an alert just days after we received our weather radio and it worked great! we intend to take it with us when we travel.,positive
"fit incorrect compared to other brands of same size: ordered 00x00, these are small compared to other brands of the same size - probably closer to a 00. fat sizes shouldn't be hip-hugger cut - it doesn't even make sense.",negative
"simply outstanding: everything in this dvd is wonderful--helen liang's technique is simply top-notch. my only critique is that for those unfamiliar with the snake style, the dvd lacks a step-by-step breakdown of how to execute each phase of the form. some of the techniques and postures are rather complicated, and may require extra time and patience in order to be successfully digested. don't let that be a put-off for getting this video, however; this program is really a delight once you have put in the time and figured out how to dance the dance.",positive
"finally, the complete set!: the thin cases are a welcome addition when you buy this ""upgrade"" edition. the picture quality of the dvds is top notch. an outstanding collection.",positive
"the book tries to be too difinitive.: the book is a broad and detailed manual covering the entire list of restoration steps and processes, but what the book fails to account for are manufacturing differences created by the various gm assembly plants. an example is that a 00 chevelle model from the kansas city plant will have more undercarriage parts painted than the car assembled at the fremont, california plant. the book tends to state ""the part appears this way and this way only"" on a properly restored car and makes no accounting of mid-year changes or manufacturing location difference. i certainly hope this book is never used to judge concours chevelle restorations.for the restorer wishing to learn great deals of general information about restoring a chevelle, this can be a good reference tool, it just needs to be taken with a grain of salt not not used as the sole source of restoration information.",negative
"do not buy: this is a waste of money, ripped apart after two workouts on a treadmill. will make you sweat but will break apart after a couple of uses. i purchased the valeo neoprene waist belt instead for the same price and its lasted me 0 weeks, makes me sweat even more and hasn't worn yet.",negative
quite a beginning: disney movies are tough to beat. this collection includes kurt russels debut to his long acting career. a highly recomended collection.,positive
"terrible cueing: i have a number of the firms dvds and have been using them for two years with great results. bought this thinking i would step it up a notch but, the cueing is so bad you end up stopping to say what!! the most disconcerting thing is that the steps are off the beat of the music and that drove me crazy. it's a tough workout if you can get in your own groove but i find myself using this the least of all the firms workouts.",negative
"good god, this sucked.: scott, keep walking, as far away as you can get from ever writing another book. you can't recap, your rants suck, and you get all pissy and whiny whenever anyone has a problem with anything you say or do. this is the worst book i have ever read, in any genre, including chyna's book. rantsylvania - we really do suck.",negative
the wachowski brothers really drop the ball with this one.: we waited this long for this? a movie that not only does not make a heap of sense but is a major let down in the most profound sense of the word. its seems to me that the wachowski brothers only concentrated on the special effects but forgot about writing a compelling plot to go with it. the mythology that made the first matrix such a classic is thrown out for an incoherent cyber juke of a story that not only insults the legion of fans but makes them look stupid for waiting around for theses sequels.the wachowski brothers should be a shame of themselves for ripping off the fans of the first movie.,negative
"it holds yer coffee!: yes, this carafe holds coffee, and does a superb job. but it can also store tea, hot water, soup, hot chocolate, marbles, you name it!i've purchased two of these now. my first one broke (it stopped keeping coffee hot), and the second one is for my wife. she likes to drink that crappy flavored coffee, and i don't want it tainting my italian roast colombian experience.",positive
"arrived shattered: arrived broken, i should have listened to the advise given about the shipping. however, in all fairness, amazon was quick to allow me to return, and just as quick as crediting our account.",negative
"great kitchen!: my 00 month old boy normally has a very short attention span (sound familiar?!), but this kitchen/grill set keeps him actively engaged for quite a while! he loves making me a cup of coffee or grilling a burger for dad.my husband and i put this toy together in about 00-00 minutes. i'm sure it would have been harder with only one person. the instructions say not to use a drill, but we did and it was no problem -- much easier/faster!all of our doors fit fine, maybe we just got lucky? i agree more noises would have been nice, but that's what there imagination is for, right?!i definitely recommend this toy!",positive
excellent for rv wiring: local stores do not carry white colored wire. red and black are used for auto wiring and are easily found. you need white to properly wire an rv. amazon is an easy source for this wire.,positive
"much ado about nothing: after all the fuss about this book i could not wait to get my hands on it. throughout my reading, however, i could not wait for mr. franzen to get to the point. in the end it was an uninteresting tale about a dysfunctional family.",negative
"ages old and nothing else--not the bbc documentary: i was sorely disappointed upon receiving this product,as i was expecting the 0000 bbc documentary called rock of ages that you can find on youtube......the front cover looked from that era and being reasonably inexpensive,i just assumed that it must be one in the same.all this dvd is,is a collection of videos any def leppard fan has seen a jillion times.bummer",negative
"total rip off!!!!: i bought the 00 ounce version on ebay with free shipping for $00.00. i was expecting much more for the high price. the kleen kanteen is not insulated at all. if you put something cold in it, expect it to get warm really fast. if you put hot stuff in it (like me), expect it to get cold fast. expect to burn your fingers every time you pick it up. expect to burn your inner lip on hot metal ever time you take a sip. the steel is very thin. i expect that if i dropped it, it would certainly dent.this product is honestly worth about 0-0 dollars. if i bought it from their website for $00 and paid the high shipping cost, i'd be enraged when the product arrived. it's simply way too expensive.",negative
"remover tool works great!: ordered this to help get contacts out of my eyes. i don't have trouble getting them in, so i haven't used the insertion tool. the little ""tweezers"" are great at picking out the contact after i've slid it down to the outside corner of my eye. little case is very handy to fit in purse, cosmetic bag, etc.",positive
"sexy is back!!!: love it, love it love it. that's all i can say for justin's sophmore album. my faves are #0 and #00.",positive
"not what i expected...: i must admit i was surprised when i received this cover. the package for this is about 0"" thick and it weighs about a pound. the vinyl is extremely thin and actually tore as i was putting it on. the vinyl is very cheap and you can practically see right through it. i previously had a similar cover and it was thick, lined, padded, etc. this is a single thin sheet of vinyl like a cheap outdoor tablecloth.",negative
"0nd ed forgotten realms boxed set-better left in the box: just fyi: this review is for the 0nd edition boxed set, not the d&d0; hardcover.there is much to the old axiom of 'if it ain't broke, don't fix it', and as cliche as it might be, it holds very true to the 0nd edition forgotten realms boxed set. oversized text and space wasting boarder art notwithstanding, the 0nd ed boxed set incorporates all of the nonsense of the 'time of troubles' trilogy of novels. it also adjusts the dale reckoning time line by almost a hundred years for no reason. it gives scant overviews of too large of an area, and almost nothing on the things that really matter, like characters, noble houses, and rivalries between states. it also brings out the worst of the realms, like munchkin characters such as drizzt du'urden and elminster. stick with the grey 0st edition boxed set, it's a much superior version.",negative
"have not read the book: i will admit upfront that i have not read nor will i read this book. but let me say this about r.c. sproul.he's a smart man with a good deal of natural intelligence but in many ways he has wasted his life by supporting a dying cause - calvinism.the reformed and presbyterian denominations in the u.s. are dying, and indeed are on their deathbed, and all of sproul's intelligence cannot nor will it change the reality of this dying heresy.calvin was wrong from the beginning and sproul was wrong to take his god-given mind and use it to try to prop up calvinism.i will say again, calvin was wrong from the start. the holy spirit is nowhere present in the writings of calvin anymore than he is present in the writings of sproul because the holy spirit is not the spirit of division and untruth.what a terrible waste, but this is what happens when your father in the faith is not jesus christ but john calvin.",negative
"you'll be sorrrrry!: this thing, as a polite term, is cheap and poorly made. if you do not intend to sit in it but rather, use it as a visual piece for selling a house, this may be for you. otherwise, save your hard earned money! shortly after using it a weld cracked. i am not huge or hold elephants in my lap. this left the chair unstable and made impossible to drink coffee while seated.regarding the weld failure, i understand that stuff from china needs help. i paid to have that repaired at a machine shop. the welder said it was just soft steel. in my opinion, this is a short term product and is produced to be sold. repeat customers? that's a laugh. without reservation i can say that i wouldn't buy another mac product; ever. almost omitted this....whatever cushioning the seat provided when new soon evaporated. no kidding, it's a joke (on consumers)!",negative
handy product to monitor blodd pressure: easy to use.it is not accurate but close.it also gives the hear rate along with blood pressure reading.,positive
"kids love it, parents hate it!!: there you have it. it's fun if you are playing it and your kids will love it. but you will want to smash it against the wall after a while. it is extremely annoying to listed to when the kids are playing it.if you send it with your kid to the neighbors house, you no doubt will be asked to come pick up your kids and their bop it!",positive
